plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
1624,PASS,HC_DEEP,5,n1,PASS,3/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1624,PASS,HC_DEEP,5,n2,PASS,3/10,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,
1624,PASS,HC_DEEP,5,n3,PASS,3/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1624,PASS,HC_DEEP,5,n4,PASS,3/10,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,
1625,SHIFT,HC_DEEP,5,n0,SHIFT,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1625,SHIFT,HC_DEEP,5,n1,SHIFT,1/2,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
1625,SHIFT,HC_DEEP,5,n2,SHIFT,1/2,5,5,8,5,5,7,1,0,1,0,5,5,0,0,0,
1625,SHIFT,HC_DEEP,5,n3,SHIFT,1/2,5,5,8,5,5,7,1,0,1,0,5,5,0,0,0,
1625,SHIFT,HC_DEEP,5,n4,SHIFT,1/2,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
1626,HASH,HC_NONINT,1,n0,HASH,294/2441,6,6,6,6,6,6,1,1,1,1,0,5,1,6,1,6
1627,ADD,HC_DEEP,6,n0,ADD,1/100,9,9,10,9,9,9,1,0,1,0,0,9,0,9,0,
1627,ADD,HC_DEEP,6,n1,ADD,1/100,9,9,11,9,9,10,1,0,1,0,9,9,0,0,0,
1627,ADD,HC_DEEP,6,n2,ADD,1/100,9,9,12,9,9,11,1,0,1,0,9,9,0,0,0,
1627,ADD,HC_DEEP,6,n3,ADD,1/100,9,9,11,9,9,10,1,0,1,0,9,9,0,0,0,
1627,ADD,HC_DEEP,6,n4,ADD,1/100,9,9,13,9,9,12,1,0,1,0,9,9,0,0,0,
1627,ADD,HC_DEEP,6,n5,ADD,1/100,9,9,10,9,9,9,1,0,1,0,0,9,0,9,0,
1628,SUB,,2,n0,SUB,4/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1628,SUB,,2,n1,SUB,2/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1629,THETA,,2,n0,THETA,4/9,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1629,THETA,,2,n1,THETA,4/9,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1630,NTHETA,HC_DEEP,4,n0,NTHETA,2/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1630,NTHETA,HC_DEEP,4,n1,NTHETA,8/9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1630,NTHETA,HC_DEEP,4,n2,NTHETA,7/10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1630,NTHETA,HC_DEEP,4,n3,NTHETA,3/2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1631,AGSE,,1,n0,AGSE,1/10,4,4,5,4,4,4,1,0,1,0,0,4,0,4,0,
1632,REDUCE,HC_DEEP,5,n0,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1632,REDUCE,HC_DEEP,5,n1,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1632,REDUCE,HC_DEEP,5,n2,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1632,REDUCE,HC_DEEP,5,n3,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1632,REDUCE,HC_DEEP,5,n4,REDUCE,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1633,HC_NONINT,"HC_DEEP,HC_NONINT",4,n0,AGSE,3/32,5,5,6,5,5,5,1,0,1,0,0,5,0,5,0,
1633,HC_NONINT,"HC_DEEP,HC_NONINT",4,n1,AGSE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1633,HC_NONINT,"HC_DEEP,HC_NONINT",4,n2,AGSE,3/16,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
1633,HC_NONINT,"HC_DEEP,HC_NONINT",4,n3,HASH,1/8,3,3,6,3,3,5,1,0,1,0,3,3,0,0,0,
1634,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n0,SUB,5/4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1634,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n1,SHIFT,2/5,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1634,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n2,HASH,1/5,3,3,6,3,3,5,1,0,1,0,2,3,0,1,0,
1635,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,3/10,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
1635,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,PASS,3/10,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
1635,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,HASH,3/20,16,16,19,16,16,18,1,0,1,0,16,16,0,0,0,
1635,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,SHIFT,3/10,13,13,16,13,13,15,1,0,1,0,13,13,0,0,0,
1635,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,PASS,3/10,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
1635,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,SUB,3/4,4,3,4,4,4,5,0,1,0,0,4,4,0,-1,-1,
1636,HC_SINGLE,HC_SINGLE,3,n0,SHIFT,147/1000,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1636,HC_SINGLE,HC_SINGLE,3,n1,REDUCE,147/1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1636,HC_SINGLE,HC_SINGLE,3,n2,REDUCE,147/1000,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
1637,HC_DEEP,HC_DEEP,4,n0,AGSE,1/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1637,HC_DEEP,HC_DEEP,4,n1,NTHETA,4/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1637,HC_DEEP,HC_DEEP,4,n2,AGSE,8/25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1637,HC_DEEP,HC_DEEP,4,n3,SHIFT,4/25,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
1638,PASS,HC_DEEP,6,n0,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1638,PASS,HC_DEEP,6,n1,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1638,PASS,HC_DEEP,6,n2,PASS,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1638,PASS,HC_DEEP,6,n3,PASS,2/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1638,PASS,HC_DEEP,6,n4,PASS,2/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1638,PASS,HC_DEEP,6,n5,PASS,2/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1639,SHIFT,,3,n0,SHIFT,1/8,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
1639,SHIFT,,3,n1,SHIFT,1/100,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
1639,SHIFT,,3,n2,SHIFT,1/100,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
1640,HASH,HC_NONINT,2,n0,HASH,3/25,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
1640,HASH,HC_NONINT,2,n1,HASH,3/35,5,4,6,5,5,7,0,0,0,0,3,4,0,1,0,
1641,ADD,HC_SINGLE,2,n0,ADD,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1641,ADD,HC_SINGLE,2,n1,ADD,3/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1642,SUB,HC_SINGLE,1,n0,SUB,1/10,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
1643,THETA,,3,n0,THETA,3/32,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1643,THETA,,3,n1,THETA,3/20,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,
1643,THETA,,3,n2,THETA,7/64,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1644,NTHETA,,1,n0,NTHETA,8/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1645,AGSE,,1,n0,AGSE,4/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1646,REDUCE,,2,n0,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1646,REDUCE,,2,n1,REDUCE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1647,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",4,n0,HASH,3/308,38,38,39,38,38,38,1,0,1,0,0,38,0,38,0,
1647,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",4,n1,HASH,3/308,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
1647,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",4,n2,HASH,3/308,38,38,39,38,38,38,1,0,1,0,0,38,0,38,0,
1647,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",4,n3,HASH,3/616,76,76,79,76,76,78,1,0,1,0,76,76,0,0,0,
1648,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,1/10,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
1648,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,1/10,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1648,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,AGSE,2/5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,
1648,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,HASH,147/2470,4,4,6,4,4,6,1,0,1,1,2,3,0,2,1,
1648,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,SUB,147/2470,4,4,7,4,4,6,1,0,1,0,4,4,0,0,0,
1648,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,PASS,147/1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1649,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n0,AGSE,5/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
1649,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,5/8,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
1649,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n2,HASH,5/16,16,16,19,16,16,18,1,0,1,0,16,16,0,0,0,
1649,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n3,SHIFT,5/8,9,9,11,9,9,10,1,0,1,0,9,9,0,0,0,
1649,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n4,AGSE,5/32,36,36,41,36,36,40,1,0,1,0,32,36,0,4,0,
1650,HC_SINGLE,HC_SINGLE,2,n0,AGSE,1/100,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
1650,HC_SINGLE,HC_SINGLE,2,n1,SHIFT,1/100,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
1651,HC_DEEP,HC_DEEP,4,n0,THETA,2/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1651,HC_DEEP,HC_DEEP,4,n1,REDUCE,2/5,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1651,HC_DEEP,HC_DEEP,4,n2,SHIFT,3/10,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1651,HC_DEEP,HC_DEEP,4,n3,REDUCE,3/10,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
1652,PASS,,2,n0,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1652,PASS,,2,n1,PASS,1/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1653,SHIFT,HC_DEEP,5,n0,SHIFT,1/4,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
1653,SHIFT,HC_DEEP,5,n1,SHIFT,1/4,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
1653,SHIFT,HC_DEEP,5,n2,SHIFT,2/3,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
1653,SHIFT,HC_DEEP,5,n3,SHIFT,2/3,10,10,12,10,10,11,1,0,1,0,10,10,0,0,0,
1653,SHIFT,HC_DEEP,5,n4,SHIFT,1/4,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
1654,HASH,HC_INT,1,n0,HASH,1/32,1,1,2,1,1,1,1,0,1,0,0,1,1,1,0,1
1655,ADD,,3,n0,ADD,1/4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1655,ADD,,3,n1,ADD,1/4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1655,ADD,,3,n2,ADD,1/4,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1656,SUB,HC_DEEP,5,n0,SUB,8/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1656,SUB,HC_DEEP,5,n1,SUB,32/5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
1656,SUB,HC_DEEP,5,n2,SUB,64/5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
1656,SUB,HC_DEEP,5,n3,SUB,14/15,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1656,SUB,HC_DEEP,5,n4,SUB,56/15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
1657,THETA,,2,n0,THETA,5/48,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1657,THETA,,2,n1,THETA,1/60,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1658,NTHETA,,3,n0,NTHETA,1/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1658,NTHETA,,3,n1,NTHETA,147/625,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1658,NTHETA,,3,n2,NTHETA,441/1000,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1659,AGSE,HC_DEEP,5,n0,AGSE,2/5,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
1659,AGSE,HC_DEEP,5,n1,AGSE,2/5,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
1659,AGSE,HC_DEEP,5,n2,AGSE,3/10,2,2,4,2,2,4,1,0,1,1,2,2,0,0,0,
1659,AGSE,HC_DEEP,5,n3,AGSE,2/5,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
1659,AGSE,HC_DEEP,5,n4,AGSE,3/5,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
1660,REDUCE,HC_DEEP,5,n0,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1660,REDUCE,HC_DEEP,5,n1,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1660,REDUCE,HC_DEEP,5,n2,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1660,REDUCE,HC_DEEP,5,n3,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1660,REDUCE,HC_DEEP,5,n4,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1661,HC_NONINT,HC_NONINT,2,n0,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1661,HC_NONINT,HC_NONINT,2,n1,HASH,3/17,2,2,4,2,2,4,1,0,1,1,0,1,1,2,1,2
1662,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n0,AGSE,1/24,5,5,6,5,5,5,1,0,1,0,0,5,0,5,0,
1662,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,1/24,7,7,9,7,7,8,1,0,1,0,7,7,0,0,0,
1662,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n2,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1662,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n3,PASS,1/24,5,5,7,5,5,6,1,0,1,0,5,5,0,0,0,
1662,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n4,HASH,1/48,14,14,19,14,14,18,1,0,1,0,14,14,0,0,0,
1663,HC_INT,"HC_DEEP,HC_INT",4,n0,SUB,3/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1663,HC_INT,"HC_DEEP,HC_INT",4,n1,HASH,1/5,3,1,2,3,1,1,0,0,1,0,0,1,0,1,0,
1663,HC_INT,"HC_DEEP,HC_INT",4,n2,SHIFT,3/10,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
1663,HC_INT,"HC_DEEP,HC_INT",4,n3,SHIFT,1/5,11,9,11,11,9,10,0,1,1,0,9,9,0,0,0,
1664,HC_SINGLE,HC_SINGLE,1,n0,REDUCE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1665,HC_DEEP,HC_DEEP,4,n0,NTHETA,3/200,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1665,HC_DEEP,HC_DEEP,4,n1,SUB,1/25,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1665,HC_DEEP,HC_DEEP,4,n2,THETA,8/125,2,1,1,2,1,1,0,0,1,1,0,1,0,1,0,
1665,HC_DEEP,HC_DEEP,4,n3,ADD,1/25,4,3,3,4,3,3,0,0,1,1,2,3,0,1,0,
1666,PASS,,3,n0,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1666,PASS,,3,n1,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1666,PASS,,3,n2,PASS,1/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1667,SHIFT,"HC_DEEP,HC_SINGLE",6,n0,SHIFT,1/2,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
1667,SHIFT,"HC_DEEP,HC_SINGLE",6,n1,SHIFT,1/2,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
1667,SHIFT,"HC_DEEP,HC_SINGLE",6,n2,SHIFT,1/2,13,13,15,13,13,14,1,0,1,0,13,13,0,0,0,
1667,SHIFT,"HC_DEEP,HC_SINGLE",6,n3,SHIFT,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
1667,SHIFT,"HC_DEEP,HC_SINGLE",6,n4,SHIFT,1/2,15,15,18,15,15,17,1,0,1,0,15,15,0,0,0,
1667,SHIFT,"HC_DEEP,HC_SINGLE",6,n5,SHIFT,1/2,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
1668,HASH,"HC_DEEP,HC_NONINT",6,n0,HASH,2/35,12,12,12,12,12,12,1,1,1,1,0,11,0,12,1,
1668,HASH,"HC_DEEP,HC_NONINT",6,n1,HASH,2/67,23,23,23,23,23,23,1,1,1,1,23,23,0,0,0,
1668,HASH,"HC_DEEP,HC_NONINT",6,n2,HASH,2/35,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
1668,HASH,"HC_DEEP,HC_NONINT",6,n3,HASH,2/35,12,12,12,12,12,12,1,1,1,1,0,11,0,12,1,
1668,HASH,"HC_DEEP,HC_NONINT",6,n4,HASH,2/67,25,25,25,25,25,25,1,1,1,1,23,24,0,2,1,
1668,HASH,"HC_DEEP,HC_NONINT",6,n5,HASH,1/51,41,40,40,41,41,41,0,0,0,0,39,40,0,1,0,
1669,ADD,,3,n0,ADD,1/8,2,2,2,2,2,2,1,1,1,1,0,2,0,2,0,
1669,ADD,,3,n1,ADD,1/8,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1669,ADD,,3,n2,ADD,1/8,2,2,2,2,2,2,1,1,1,1,0,2,0,2,0,
1670,SUB,,2,n0,SUB,1/4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1670,SUB,,2,n1,SUB,3/32,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
1671,THETA,HC_DEEP,6,n0,THETA,12/25,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
1671,THETA,HC_DEEP,6,n1,THETA,8/25,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
1671,THETA,HC_DEEP,6,n2,THETA,14/25,2,1,2,2,1,2,0,1,1,1,0,1,0,1,0,
1671,THETA,HC_DEEP,6,n3,THETA,24/25,2,0,1,2,1,2,0,0,0,0,0,1,0,0,-1,
1671,THETA,HC_DEEP,6,n4,THETA,36/25,2,0,1,2,1,2,0,0,0,0,0,1,0,0,-1,
1671,THETA,HC_DEEP,6,n5,THETA,63/25,3,1,2,3,1,2,0,0,1,1,0,1,0,1,0,
1672,NTHETA,HC_DEEP,4,n0,NTHETA,21/40,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1672,NTHETA,HC_DEEP,4,n1,NTHETA,5/6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1672,NTHETA,HC_DEEP,4,n2,NTHETA,25/18,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1672,NTHETA,HC_DEEP,4,n3,NTHETA,21/40,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1673,AGSE,HC_DEEP,6,n0,AGSE,1/20,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
1673,AGSE,HC_DEEP,6,n1,AGSE,1/5,0,0,1,0,0,1,1,0,1,1,1,0,0,-1,0,
1673,AGSE,HC_DEEP,6,n2,AGSE,1/20,3,3,5,3,3,4,1,0,1,0,1,3,0,2,0,
1673,AGSE,HC_DEEP,6,n3,AGSE,1/20,3,3,6,3,3,5,1,0,1,0,3,3,0,0,0,
1673,AGSE,HC_DEEP,6,n4,AGSE,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1673,AGSE,HC_DEEP,6,n5,AGSE,1/15,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
1674,REDUCE,"HC_DEEP,HC_SINGLE",5,n0,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1674,REDUCE,"HC_DEEP,HC_SINGLE",5,n1,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1674,REDUCE,"HC_DEEP,HC_SINGLE",5,n2,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1674,REDUCE,"HC_DEEP,HC_SINGLE",5,n3,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1674,REDUCE,"HC_DEEP,HC_SINGLE",5,n4,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1675,HC_NONINT,"HC_DEEP,HC_NONINT",5,n0,SUB,5/2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
1675,HC_NONINT,"HC_DEEP,HC_NONINT",5,n1,AGSE,147/4000,5,5,6,5,5,5,1,0,1,0,0,5,0,5,0,
1675,HC_NONINT,"HC_DEEP,HC_NONINT",5,n2,HASH,735/6176,6,6,6,6,6,6,1,1,1,1,0,5,0,6,1,
1675,HC_NONINT,"HC_DEEP,HC_NONINT",5,n3,AGSE,147/4000,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
1675,HC_NONINT,"HC_DEEP,HC_NONINT",5,n4,HASH,147/1294,23,8,8,23,9,9,0,0,0,0,7,8,0,1,0,
1676,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n0,SUB,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
1676,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n1,SHIFT,1/3,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
1676,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n2,HASH,2/9,13,13,15,13,13,15,1,0,1,1,12,13,0,1,0,
1677,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",4,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1677,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",4,n1,HASH,1/13,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
1677,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",4,n2,HASH,1/20,1,1,3,1,1,2,1,0,1,0,0,1,0,1,0,
1677,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",4,n3,SHIFT,1/3,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
1678,HC_SINGLE,HC_SINGLE,3,n0,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1678,HC_SINGLE,HC_SINGLE,3,n1,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1678,HC_SINGLE,HC_SINGLE,3,n2,REDUCE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1679,HC_DEEP,"HC_DEEP,HC_NONINT",6,n0,NTHETA,7/10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
1679,HC_DEEP,"HC_DEEP,HC_NONINT",6,n1,REDUCE,7/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1679,HC_DEEP,"HC_DEEP,HC_NONINT",6,n2,THETA,7/10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
1679,HC_DEEP,"HC_DEEP,HC_NONINT",6,n3,THETA,14/15,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,
1679,HC_DEEP,"HC_DEEP,HC_NONINT",6,n4,HASH,7/25,10,10,10,10,10,10,1,1,1,1,7,10,0,3,0,
1679,HC_DEEP,"HC_DEEP,HC_NONINT",6,n5,ADD,7/25,10,10,11,10,10,10,1,0,1,0,10,10,0,0,0,
1680,PASS,"HC_DEEP,HC_SINGLE",5,n0,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1680,PASS,"HC_DEEP,HC_SINGLE",5,n1,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1680,PASS,"HC_DEEP,HC_SINGLE",5,n2,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
1680,PASS,"HC_DEEP,HC_SINGLE",5,n3,PASS,2/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
1680,PASS,"HC_DEEP,HC_SINGLE",5,n4,PASS,2/5,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,
