plan,stratum,node,delta_a,delta_b,oracle,local_a,deficit,form
8690,HC_SHIFT_UNDER_HASH,n0,1/4,5/8,3,0,3,3
8691,HC_INT,n2,1/4,1/8,1,0,1,1
8696,HASH,n0,1/16,3/10,6,0,6,6
8696,HASH,n2,3/10,1/16,2,0,2,2
8703,HC_NONINT,n0,147/1000,1/100,2,0,2,2
8710,HASH,n0,1/2,3/8,2,0,2,2
8719,HC_INT,n0,1/2,1/10,1,0,1,1
8724,HASH,n0,2/3,3/8,2,0,2,2
8731,HC_NONINT,n0,2/5,1/3,2,0,2,2
8738,HASH,n0,147/1000,1/2,5,0,5,5
8752,HASH,n0,1/4,4/25,2,0,2,2
8752,HASH,n1,4/25,1/3,3,0,3,3
8759,HC_NONINT,n0,1/8,1/2,4,0,4,4
8766,HASH,n0,3/8,3/8,1,0,1,1
8773,HC_NONINT,n0,3/8,2/5,2,0,2,2
8780,HASH,n0,1/2,3/10,2,0,2,2
8787,HC_NONINT,n0,1/2,1/16,1,0,1,1
8787,HC_NONINT,n1,1/16,1/2,8,0,8,8
8794,HASH,n0,1/16,147/1000,4,0,4,4
8808,HASH,n0,3/10,3/8,2,0,2,2
8815,HC_NONINT,n2,1/8,1/100,2,0,2,2
8822,HASH,n0,1/16,1/3,6,0,6,6
8829,HC_NONINT,n1,1/4,1/10,2,0,2,2
8831,HC_INT,n0,1/2,1/2,1,0,1,1
8836,HASH,n0,2/5,147/1000,2,0,2,2
8836,HASH,n1,147/1000,2/5,4,0,4,4
8843,HC_NONINT,n2,1/100,2/5,40,0,40,40
8845,HC_INT,n5,2/5,1/5,1,0,1,1
8850,HASH,n0,2/5,1/3,2,0,2,2
8850,HASH,n1,1/3,2/5,2,0,2,2
8857,HC_NONINT,n0,1/2,1/10,1,0,1,1
8858,HC_SHIFT_UNDER_HASH,n0,1/100,3/8,38,0,38,38
8859,HC_INT,n0,1,1/5,1,0,1,1
8864,HASH,n0,3/10,3/8,2,0,2,2
8864,HASH,n1,1/4,3/8,2,0,2,2
8864,HASH,n2,3/10,3/8,2,0,2,2
8864,HASH,n4,3/10,3/8,2,0,2,2
8871,HC_NONINT,n1,1/3,4/25,2,0,2,2
8878,HASH,n0,2/5,1/5,1,0,1,1
8878,HASH,n1,2/5,1/5,1,0,1,1
8885,HC_NONINT,n2,147/1000,5/8,6,0,6,6
8889,HC_DEEP,n2,1/3,2/3,2,0,2,2
8892,HASH,n0,1/16,2/3,12,0,12,12
8899,HC_NONINT,n0,1/100,3/10,30,0,30,30
8901,HC_INT,n0,1/4,1/16,1,0,1,1
8901,HC_INT,n1,1/4,1/16,1,0,1,1
8906,HASH,n0,1/100,1/4,25,0,25,25
8906,HASH,n2,1/100,1/4,25,0,25,25
8913,HC_NONINT,n2,5/8,147/1000,2,0,2,2
8920,HASH,n0,1/16,1/16,1,0,1,1
8927,HC_NONINT,n0,4/25,2/3,5,0,5,5
8931,HC_DEEP,n1,1/2,1/4,1,0,1,1
8934,HASH,n0,3/8,1,4,0,4,4
8934,HASH,n1,1/4,3/8,2,0,2,2
8934,HASH,n3,1,3/8,2,0,2,2
8934,HASH,n5,1,3/8,2,0,2,2
8941,HC_NONINT,n0,1/5,5/8,4,0,4,4
8941,HC_NONINT,n2,5/8,1/5,2,0,2,2
8943,HC_INT,n2,147/1000,147/1000,1,0,1,1
8948,HASH,n0,2/3,2/5,2,0,2,2
8948,HASH,n2,2/3,147/1000,2,0,2,2
8948,HASH,n3,147/1000,2/3,6,0,6,6
8957,HC_INT,n0,2/5,1/5,1,0,1,1
8962,HASH,n0,147/1000,2/5,4,0,4,4
8962,HASH,n1,2/5,2/3,3,0,3,3
8962,HASH,n3,2/3,2/5,2,0,2,2
8969,HC_NONINT,n2,1/8,1/2,4,0,4,4
8976,HASH,n0,1/5,3/8,3,0,3,3
8976,HASH,n1,1/5,3/8,3,0,3,3
8984,HC_SHIFT_UNDER_HASH,n4,1/5,1/100,1,0,1,1
8985,HC_INT,n1,1,1,1,0,1,1
8990,HASH,n0,5/8,1/3,2,0,2,2
8990,HASH,n3,5/8,1/3,2,0,2,2
8997,HC_NONINT,n1,2/3,1/100,2,0,2,2
8998,HC_SHIFT_UNDER_HASH,n2,2/5,3/10,2,0,2,2
9004,HASH,n0,2/3,1/2,2,0,2,2
9004,HASH,n1,2/3,1/2,2,0,2,2
9004,HASH,n2,2/3,1/2,2,0,2,2
9011,HC_NONINT,n1,1/16,1/10,3,0,3,3
9011,HC_NONINT,n2,1/10,1/16,2,0,2,2
9015,HC_DEEP,n0,1/4,1/5,2,0,2,2
9018,HASH,n0,1/2,1/4,1,0,1,1
9018,HASH,n1,1/4,1/2,2,0,2,2
9025,HC_NONINT,n0,2/5,4/25,2,0,2,2
9032,HASH,n0,3/8,1/100,2,0,2,2
9032,HASH,n1,1,1/100,1,0,1,1
9032,HASH,n2,1,3/8,2,0,2,2
9039,HC_NONINT,n3,1/8,1/2,4,0,4,4
9041,HC_INT,n0,1/8,1/16,1,0,1,1
9046,HASH,n0,2/5,1/3,2,0,2,2
9046,HASH,n1,1/3,2/5,2,0,2,2
9053,HC_NONINT,n0,3/10,2/5,2,0,2,2
9060,HASH,n0,147/1000,3/10,4,0,4,4
9067,HC_NONINT,n1,1/16,2/3,12,0,12,12
9069,HC_INT,n0,2/3,1/3,1,0,1,1
9074,HASH,n0,1,2/3,2,0,2,2
9081,HC_NONINT,n0,1/10,4/25,3,0,3,3
9083,HC_INT,n2,2/5,1/8,2,0,2,2
9088,HASH,n0,1/4,1/4,1,0,1,1
9088,HASH,n1,1/4,1/4,1,0,1,1
9088,HASH,n3,1/4,1/4,1,0,1,1
9095,HC_NONINT,n0,2/3,1/10,2,0,2,2
9095,HC_NONINT,n3,2/3,1/10,2,0,2,2
9102,HASH,n0,1/3,1/8,2,0,2,2
9102,HASH,n1,1/8,1/3,4,0,4,4
9102,HASH,n2,1/3,1/8,2,0,2,2
9110,HC_SHIFT_UNDER_HASH,n0,1,1/5,1,0,1,1
9116,HASH,n0,5/8,1/8,1,0,1,1
9124,HC_SHIFT_UNDER_HASH,n0,1,1/5,1,0,1,1
9125,HC_INT,n1,1/5,1/100,1,0,1,1
9130,HASH,n0,1/2,5/8,2,0,2,2
9137,HC_NONINT,n0,3/8,4/25,2,0,2,2
9144,HASH,n0,1/4,3/8,2,0,2,2
9144,HASH,n1,3/8,1/4,2,0,2,2
9144,HASH,n3,3/8,1/4,2,0,2,2
9151,HC_NONINT,n0,1,1/100,1,0,1,1
9158,HASH,n0,1/3,1/3,1,0,1,1
9158,HASH,n1,1/3,1/3,1,0,1,1
9165,HC_NONINT,n0,2/3,1/100,2,0,2,2
9172,HASH,n0,5/8,1/10,2,0,2,2
9172,HASH,n2,1/10,5/8,7,0,7,7
9179,HC_NONINT,n0,1/5,1/100,1,0,1,1
9181,HC_INT,n0,1/2,1/100,1,0,1,1
9186,HASH,n0,1/100,5/8,63,0,63,63
9193,HC_NONINT,n0,1/8,1/2,4,0,4,4
9200,HASH,n0,1/8,1/3,4,0,4,4
9200,HASH,n1,1/8,1/3,4,0,4,4
9207,HC_NONINT,n1,3/8,2/3,3,0,3,3
9208,HC_SHIFT_UNDER_HASH,n0,5/8,3/8,2,0,2,2
9214,HASH,n0,1/5,1/3,3,0,3,3
9221,HC_NONINT,n0,147/1000,1/10,2,0,2,2
9228,HASH,n0,1/4,1/16,1,0,1,1
9228,HASH,n3,1/16,1/8,2,0,2,2
9235,HC_NONINT,n0,4/25,1/5,2,0,2,2
9235,HC_NONINT,n1,1/5,4/25,2,0,2,2
9237,HC_INT,n1,1/3,1/16,2,0,2,2
9242,HASH,n0,3/10,1/8,2,0,2,2
9242,HASH,n1,1/8,3/10,4,0,4,4
9249,HC_NONINT,n0,1/100,3/8,38,0,38,38
9256,HASH,n0,2/3,1/4,2,0,2,2
9263,HC_NONINT,n1,1/8,5/8,5,0,5,5
9270,HASH,n0,1/4,1,4,0,4,4
9277,HC_NONINT,n0,1/2,1/5,2,0,2,2
9278,HC_SHIFT_UNDER_HASH,n4,3/10,1/3,2,0,2,2
9279,HC_INT,n0,5/8,5/8,1,0,1,1
9284,HASH,n0,1/4,1/100,1,0,1,1
9284,HASH,n1,1/4,1/100,1,0,1,1
9291,HC_NONINT,n2,3/8,3/10,2,0,2,2
9295,HC_DEEP,n0,2/3,1/2,2,0,2,2
9298,HASH,n0,1/100,3/10,30,0,30,30
9298,HASH,n1,1/100,3/10,30,0,30,30
9298,HASH,n2,1/100,3/10,30,0,30,30
9307,HC_INT,n0,1/4,1/100,1,0,1,1
9309,HC_DEEP,n0,1/100,2/3,68,0,68,68
9312,HASH,n0,1/5,5/8,4,0,4,4
9312,HASH,n1,1/5,5/8,4,0,4,4
9312,HASH,n5,5/8,1/5,2,0,2,2
9319,HC_NONINT,n0,1/100,2/5,40,0,40,40
9321,HC_INT,n0,1/4,1/100,1,0,1,1
9326,HASH,n0,4/25,1/16,2,0,2,2
9333,HC_NONINT,n3,1/5,147/1000,2,0,2,2
9335,HC_INT,n0,1,1/5,1,0,1,1
9340,HASH,n0,5/8,1/16,1,0,1,1
9348,HC_SHIFT_UNDER_HASH,n1,1/16,1/3,6,0,6,6
9349,HC_INT,n1,1,1,1,0,1,1
9354,HASH,n0,1/2,1/4,1,0,1,1
9354,HASH,n1,1/2,1/5,2,0,2,2
9363,HC_INT,n0,2/5,1/5,1,0,1,1
9365,HC_DEEP,n0,1/4,2/5,3,0,3,3
9368,HASH,n0,1/8,1/3,4,0,4,4
9368,HASH,n1,1/8,1/3,4,0,4,4
9368,HASH,n3,1/8,1/3,4,0,4,4
9375,HC_NONINT,n4,3/8,1,4,0,4,4
9377,HC_INT,n4,1/5,1,5,0,5,5
9382,HASH,n0,3/10,1/100,1,0,1,1
9389,HC_NONINT,n0,1/16,2/5,8,0,8,8
9391,HC_INT,n0,3/8,1/16,1,0,1,1
9396,HASH,n0,2/3,3/8,2,0,2,2
9396,HASH,n2,3/8,2/3,3,0,3,3
9396,HASH,n3,3/8,2/3,3,0,3,3
9403,HC_NONINT,n0,1/5,1/8,2,0,2,2
9403,HC_NONINT,n2,1/5,4/25,2,0,2,2
9404,HC_SHIFT_UNDER_HASH,n0,1/4,4/25,2,0,2,2
9405,HC_INT,n0,1/16,1,16,0,16,16
9410,HASH,n0,2/5,1/8,2,0,2,2
9410,HASH,n1,2/5,1/8,2,0,2,2
9417,HC_NONINT,n1,1/100,1/5,20,0,20,20
9417,HC_NONINT,n2,1/100,1/5,20,0,20,20
9419,HC_INT,n0,2/5,1/10,1,0,1,1
9424,HASH,n0,1,1/16,1,0,1,1
9424,HASH,n2,1/16,1,16,0,16,16
9432,HC_SHIFT_UNDER_HASH,n0,1/16,1,16,0,16,16
9435,HC_DEEP,n0,1/5,1/8,2,0,2,2
9438,HASH,n0,1,1/5,1,0,1,1
9438,HASH,n1,2/3,1,2,0,2,2
9445,HC_NONINT,n1,1/5,1/4,2,0,2,2
9446,HC_SHIFT_UNDER_HASH,n1,147/1000,1/16,2,0,2,2
9452,HASH,n0,147/1000,1,8,0,8,8
9452,HASH,n1,147/1000,1,8,0,8,8
9459,HC_NONINT,n0,4/25,3/8,4,0,4,4
9459,HC_NONINT,n1,3/8,4/25,2,0,2,2
9459,HC_NONINT,n2,4/25,3/8,4,0,4,4
9463,HC_DEEP,n0,1,1/100,1,0,1,1
9466,HASH,n0,4/25,2/5,3,0,3,3
9473,HC_NONINT,n1,1/100,1/4,25,0,25,25
9475,HC_INT,n0,5/8,1/8,1,0,1,1
9480,HASH,n0,1/5,1,5,0,5,5
9487,HC_NONINT,n0,1/10,5/8,7,0,7,7
9489,HC_INT,n2,1/2,1/10,1,0,1,1
9494,HASH,n0,1/100,1/2,50,0,50,50
9494,HASH,n1,1/2,3/10,2,0,2,2
9494,HASH,n2,1/2,3/10,2,0,2,2
9494,HASH,n3,1/2,3/10,2,0,2,2
9494,HASH,n4,1/2,1/100,1,0,1,1
9501,HC_NONINT,n0,1/2,2/5,2,0,2,2
9502,HC_SHIFT_UNDER_HASH,n3,1/3,1,3,0,3,3
9508,HASH,n0,5/8,3/10,2,0,2,2
9508,HASH,n1,2/5,5/8,3,0,3,3
9515,HC_NONINT,n0,1/100,1/2,50,0,50,50
9517,HC_INT,n1,1/16,5/8,10,0,10,10
9517,HC_INT,n2,5/8,1/8,1,0,1,1
9522,HASH,n0,1/2,3/8,2,0,2,2
9522,HASH,n1,1/2,3/8,2,0,2,2
9529,HC_NONINT,n0,1/2,147/1000,2,0,2,2
9536,HASH,n0,1/3,2/3,2,0,2,2
9536,HASH,n3,2/3,1/3,1,0,1,1
9547,HC_DEEP,n0,1/5,147/1000,2,0,2,2
9550,HASH,n0,1/5,1/8,2,0,2,2
9550,HASH,n1,1/5,1/8,2,0,2,2
9557,HC_NONINT,n1,1/5,1/16,2,0,2,2
9564,HASH,n0,1,1,1,0,1,1
9571,HC_NONINT,n0,1,5/8,2,0,2,2
9578,HASH,n0,1,2/5,2,0,2,2
9578,HASH,n1,2/5,1,3,0,3,3
9587,HC_INT,n0,1/4,1/16,1,0,1,1
9592,HASH,n0,1/3,1/5,2,0,2,2
9592,HASH,n3,1/3,1/5,2,0,2,2
9599,HC_NONINT,n1,1/100,5/8,63,0,63,63
9599,HC_NONINT,n2,5/8,1/100,2,0,2,2
9606,HASH,n0,1/100,2/3,68,0,68,68
9613,HC_NONINT,n1,147/1000,1,8,0,8,8
9615,HC_INT,n0,1,1/2,1,0,1,1
9615,HC_INT,n2,1/2,1,2,0,2,2
9620,HASH,n0,2/5,1/8,2,0,2,2
9627,HC_NONINT,n0,2/3,5/8,2,0,2,2
9629,HC_INT,n0,1/8,1/8,1,0,1,1
9634,HASH,n0,1,1/5,1,0,1,1
9641,HC_NONINT,n0,5/8,3/10,2,0,2,2
9648,HASH,n0,1/5,1/5,1,0,1,1
9648,HASH,n4,1/5,1/5,1,0,1,1
9659,HC_DEEP,n0,1/8,2/5,4,0,4,4
9662,HASH,n0,1/5,1/4,2,0,2,2
9669,HC_NONINT,n1,1/8,1/100,2,0,2,2
9670,HC_SHIFT_UNDER_HASH,n5,1/8,3/10,4,0,4,4
9676,HASH,n0,147/1000,1/2,5,0,5,5
9676,HASH,n1,1/2,147/1000,2,0,2,2
9676,HASH,n2,147/1000,147/1000,1,0,1,1
9676,HASH,n3,147/1000,147/1000,1,0,1,1
9676,HASH,n5,147/1000,147/1000,1,0,1,1
9683,HC_NONINT,n1,3/10,1/8,2,0,2,2
9690,HASH,n0,1/16,3/10,6,0,6,6
9690,HASH,n5,3/10,1/16,2,0,2,2
9697,HC_NONINT,n0,4/25,2/5,3,0,3,3
9699,HC_INT,n1,2/3,1/3,1,0,1,1
9704,HASH,n0,3/8,4/25,2,0,2,2
9704,HASH,n1,3/8,4/25,2,0,2,2
9704,HASH,n4,4/25,3/8,4,0,4,4
9711,HC_NONINT,n0,1/16,3/8,6,0,6,6
9718,HASH,n0,147/1000,2/3,6,0,6,6
9718,HASH,n1,147/1000,1/5,3,0,3,3
9732,HASH,n0,3/10,3/10,1,0,1,1
9739,HC_NONINT,n0,1/8,1/3,4,0,4,4
9741,HC_INT,n2,1/5,1/10,1,0,1,1
9746,HASH,n0,1/5,3/10,2,0,2,2
9753,HC_NONINT,n1,1/8,1,8,0,8,8
9753,HC_NONINT,n3,1,1/8,1,0,1,1
9754,HC_SHIFT_UNDER_HASH,n1,3/10,1/3,2,0,2,2
9755,HC_INT,n1,1/16,5/8,10,0,10,10
9755,HC_INT,n2,5/8,1/16,1,0,1,1
9760,HASH,n0,1/5,4/25,2,0,2,2
9760,HASH,n2,1/5,4/25,2,0,2,2
9767,HC_NONINT,n1,1/10,1/8,2,0,2,2
9768,HC_SHIFT_UNDER_HASH,n2,1/2,1/4,1,0,1,1
9769,HC_INT,n0,1,1/2,1,0,1,1
9771,HC_DEEP,n2,1/100,3/8,38,0,38,38
9774,HASH,n0,2/3,1/10,2,0,2,2
9781,HC_NONINT,n0,147/1000,1/5,3,0,3,3
9783,HC_INT,n0,1/5,1/5,1,0,1,1
9788,HASH,n0,147/1000,1/100,2,0,2,2
9788,HASH,n1,147/1000,1/100,2,0,2,2
9795,HC_NONINT,n2,1/8,1/2,4,0,4,4
9797,HC_INT,n1,1,1/100,1,0,1,1
9802,HASH,n0,1/100,1/8,13,0,13,13
9809,HC_NONINT,n2,5/8,2/3,2,0,2,2
9810,HC_SHIFT_UNDER_HASH,n0,1/8,5/8,5,0,5,5
9811,HC_INT,n0,1/16,1/16,1,0,1,1
9816,HASH,n0,1/2,1/8,1,0,1,1
9823,HC_NONINT,n1,1,3/8,2,0,2,2
9825,HC_INT,n0,2/5,1/100,1,0,1,1
9830,HASH,n0,1/4,1/2,2,0,2,2
9830,HASH,n1,1/2,1/4,1,0,1,1
9837,HC_NONINT,n1,5/8,1/5,2,0,2,2
9839,HC_INT,n0,1/16,1/8,2,0,2,2
9844,HASH,n0,1/2,5/8,2,0,2,2
9851,HC_NONINT,n0,1/8,147/1000,3,0,3,3
9852,HC_SHIFT_UNDER_HASH,n1,1/2,5/8,2,0,2,2
9858,HASH,n0,1/3,2/5,2,0,2,2
9865,HC_NONINT,n0,1/100,1/16,7,0,7,7
9872,HASH,n0,1/5,1/8,2,0,2,2
9872,HASH,n2,1/8,1/5,3,0,3,3
9879,HC_NONINT,n1,1/16,1/4,4,0,4,4
9879,HC_NONINT,n2,1/4,1/16,1,0,1,1
9886,HASH,n0,2/5,4/25,2,0,2,2
9893,HC_NONINT,n2,3/8,1/8,1,0,1,1
9895,HC_INT,n4,4/25,1/16,2,0,2,2
9900,HASH,n0,1/16,3/10,6,0,6,6
9914,HASH,n0,5/8,1/2,2,0,2,2
9928,HASH,n0,1/2,1/4,1,0,1,1
9928,HASH,n1,1/2,1/4,1,0,1,1
9928,HASH,n3,1/4,1/2,2,0,2,2
9935,HC_NONINT,n0,147/1000,1/4,3,0,3,3
9937,HC_INT,n0,1/10,1/5,2,0,2,2
9937,HC_INT,n2,1/5,1/10,1,0,1,1
9942,HASH,n0,1/5,2/5,2,0,2,2
9942,HASH,n1,2/5,1/100,1,0,1,1
9942,HASH,n2,1/100,1/5,20,0,20,20
9942,HASH,n3,2/5,1/100,1,0,1,1
9949,HC_NONINT,n0,3/10,2/3,4,0,4,4
9951,HC_INT,n1,1/4,1/8,1,0,1,1
9956,HASH,n0,1/16,1/4,4,0,4,4
9963,HC_NONINT,n1,1/2,1/10,1,0,1,1
9964,HC_SHIFT_UNDER_HASH,n2,1/100,2/3,68,0,68,68
9965,HC_INT,n3,1/10,4/25,3,0,3,3
9970,HASH,n0,1/16,1/10,3,0,3,3
9970,HASH,n1,3/8,1/16,1,0,1,1
9979,HC_INT,n0,4/25,4/25,1,0,1,1
9984,HASH,n0,1/4,5/8,3,0,3,3
9991,HC_NONINT,n2,1/3,1/2,2,0,2,2
9993,HC_INT,n1,1/2,1/10,1,0,1,1
9995,HC_DEEP,n2,3/8,2/3,3,0,3,3
9998,HASH,n0,3/8,4/25,2,0,2,2
9998,HASH,n4,3/8,4/25,2,0,2,2
10005,HC_NONINT,n0,3/8,3/10,2,0,2,2
10007,HC_INT,n0,1/4,1/4,1,0,1,1
